date,location_key,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_hospitalized_patients,new_intensive_care_patients,new_ventilator_patients,cumulative_hospitalized_patients,cumulative_intensive_care_patients,cumulative_ventilator_patients,current_hospitalized_patients,current_intensive_care_patients,current_ventilator_patients,mobility_transit_stations,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_residential,mobility_workplaces,wikidata_id,datacommons_id,openstreetmap_id,latitude,longitude,location_geometry,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm
2020-10-01,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,40,3,65,,6134,349,4425,,,,,,,,,,,-34,-16,8,-1,6,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.055556,23.037037,30.62963,16.129,
2020-10-02,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,72,3,86,,6206,352,4511,,,,,,,,,,,-40,-18,3,4,6,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.907407,22.777778,31.87963,8.170333,
2020-10-03,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,70,0,90,,6276,352,4601,,,,,,,,,,,-36,-16,5,7,4,-21,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.12963,22.574074,30.342593,2.201333,
2020-10-04,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,46,2,65,,6322,354,4666,,,,,,,,,,,-41,-14,7,9,3,-12,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),27.342593,22.685185,31.925926,0,
2020-10-05,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,23,1,75,,6345,355,4741,,,,,,,,,,,-37,-14,7,12,5,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.935185,22.916667,31.962963,22.352,
2020-10-06,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,71,5,4,,6416,360,4745,,,,,,,,,,,-36,-14,5,10,5,-27,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.166667,22.518519,30.944444,15.621,
2020-10-07,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,114,2,44,,6530,362,4789,,,,,,,,,,,-34,-14,4,6,6,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.398148,21.953704,31.611111,22.521333,
2020-10-08,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,83,3,151,,6613,365,4940,,,,,,,,,,,-37,-14,1,3,9,-26,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),24.851852,22.027778,28.518519,12.403667,
2020-10-09,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,63,3,66,,6676,368,5006,,,,,,,,,,,-41,-19,-3,3,11,-22,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.925926,22.138889,29.990741,5.376333,
2020-10-10,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,66,1,73,,6742,369,5079,,,,,,,,,,,-38,-20,0,3,9,-17,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.25,22.87037,31.101852,4.7244,
2020-10-11,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,33,0,41,,6775,369,5120,,,,,,,,,,,-45,-17,0,0,9,-6,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.527778,23.083333,29.092593,2.9464,
2020-10-12,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,45,4,53,,6820,373,5173,,,,,,,,,,,-39,-16,4,12,11,-23,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.694444,22.638889,29.75,4.529667,
2020-10-13,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,66,3,17,,6886,376,5190,,,,,,,,,,,-34,-13,3,14,9,-23,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),27.481481,22.435185,31.537037,5.503333,
2020-10-14,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,60,6,57,,6946,382,5247,,,,,,,,,,,-35,-13,7,9,10,-22,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),27,23.537037,30.796296,0,
2020-10-15,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,58,3,26,,7004,385,5273,,,,,,,,,,,-33,-13,6,6,11,-23,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),27.055556,23.240741,31.685185,0,
2020-10-16,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,53,0,65,,7057,385,5338,,,,,,,,,,,-39,-15,5,8,11,-21,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),27.787037,23.138889,32.657407,0,
2020-10-17,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,46,0,47,,7103,385,5385,,,,,,,,,,,-36,-18,4,6,9,-16,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),27.472222,23.361111,32.407407,0.762,
2020-10-18,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,39,4,56,,7142,389,5441,,,,,,,,,,,-45,-21,-2,-7,10,-6,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.212963,22.490741,31.305556,32.004,
2020-10-19,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,39,2,7,,7181,391,5448,,,,,,,,,,,-37,-14,7,13,10,-20,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.333333,21.972222,32.083333,14.7828,
2020-10-20,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,47,2,48,,7228,393,5496,,,,,,,,,,,-35,-15,4,8,10,-23,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.898148,22.083333,31.981481,4.487333,
2020-10-21,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,99,3,32,,7327,396,5528,,,,,,,,,,,-34,-17,3,-2,9,-24,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.462963,22.537037,31.240741,9.186333,
2020-10-22,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,34,1,80,,7361,397,5608,,,,,,,,,,,-34,-14,3,-1,7,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.657407,22.685185,30.759259,1.0795,
2020-10-23,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,73,8,62,,7434,405,5670,,,,,,,,,,,-38,-17,1,-1,7,-23,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.675926,22.694444,31.222222,13.3096,
2020-10-24,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,65,1,40,,7499,406,5710,,,,,,,,,,,-30,-16,5,5,4,-18,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.018519,22.37963,30.583333,9.0932,
2020-10-25,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,22,0,182,,7521,406,5892,,,,,,,,,,,-40,-17,2,-1,4,-9,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.694444,22.481481,30.518519,14.351,
2020-10-26,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,16,2,131,,7537,408,6023,,,,,,,,,,,-36,-14,7,8,5,-23,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.583333,21.944444,29.046296,0.592667,
2020-10-27,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,43,1,60,,7580,409,6083,,,,,,,,,,,-30,-10,10,9,4,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.981481,22.287037,32.092593,3.344333,
2020-10-28,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,86,0,38,,7666,409,6121,,,,,,,,,,,-26,-12,7,5,7,-43,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.444444,22.175926,31.925926,7.366,
2020-10-29,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,77,2,138,,7743,411,6259,,,,,,,,,,,-33,-9,5,14,10,-56,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.490741,22.768519,31.527778,1.354667,
2020-10-30,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,43,0,32,,7786,411,6291,,,,,,,,,,,-40,-17,-1,8,9,-43,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.444444,23.37037,30.907407,2.9845,
2020-10-31,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,62,1,36,,7848,412,6327,,,,,,,,,,,-36,-21,-4,-1,5,-24,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.064815,22.527778,31.833333,15.875,
2020-11-01,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,54,10,66,,7902,422,6393,,,,,,,,,,,-33,-15,3,5,3,-10,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.574074,22.055556,30.296296,1.481667,
2020-11-02,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,18,5,9,,7920,427,6402,,,,,,,,,,,-33,-14,4,0,5,-24,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.861111,22.157407,30.833333,21.082,
2020-11-03,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,31,6,82,,7951,433,6484,,,,,,,,,,,-33,-11,6,2,5,-26,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.648148,22,30.046296,2.1844,
2020-11-04,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,70,5,47,,8021,438,6531,,,,,,,,,,,-33,-14,4,-5,6,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.407407,22.787037,31.324074,8.3312,
2020-11-05,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,68,3,90,,8089,441,6621,,,,,,,,,,,-33,-13,6,-4,6,-26,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.435185,22.648148,30.259259,0.423333,
2020-11-06,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,94,1,44,,8183,442,6665,,,,,,,,,,,-36,-15,2,2,6,-24,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.592593,23.018519,30.666667,0,
2020-11-07,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,83,2,4,,8266,444,6669,,,,,,,,,,,-35,-18,-2,-3,6,-21,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.833333,23.333333,31.601852,0.677333,
2020-11-08,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,42,3,98,,8308,447,6767,,,,,,,,,,,-40,-16,0,-1,5,-12,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.62037,23.268519,29.87963,18.753667,
2020-11-09,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,26,3,27,,8334,450,6794,,,,,,,,,,,-36,-16,2,3,6,-24,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.287037,23.453704,31.157407,1.6256,
2020-11-10,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,51,1,38,,8385,451,6832,,,,,,,,,,,-33,-12,4,4,5,-26,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.722222,22.759259,30.981481,0,
2020-11-11,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,76,5,85,,8461,456,6917,,,,,,,,,,,-32,-12,8,6,5,-26,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),27.824074,22.787037,32.37037,0,
2020-11-12,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,72,4,52,,8533,460,6969,,,,,,,,,,,-31,-13,5,2,7,-26,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),28.101852,23.027778,32.592593,0,
2020-11-13,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,68,2,12,,8601,462,6981,,,,,,,,,,,-36,-17,0,-1,7,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),27.787037,23.648148,32.842593,2.032,
2020-11-14,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,64,2,38,,8665,464,7019,,,,,,,,,,,-38,-20,-4,-6,6,-21,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.851852,23.268519,32.305556,7.323667,
2020-11-15,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,44,0,34,,8709,464,7053,,,,,,,,,,,-41,-15,2,1,4,-11,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),27.101852,23.203704,31.601852,2.159,
2020-11-16,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,45,1,99,,8754,465,7152,,,,,,,,,,,-37,-17,1,0,6,-24,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.925926,23.601852,31.268519,4.233333,
2020-11-17,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,50,0,31,,8804,465,7183,,,,,,,,,,,-34,-14,2,5,5,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.935185,23.481481,30.935185,2.5908,
2020-11-18,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,50,2,2,,8854,467,7185,,,,,,,,,,,-31,-15,4,-1,6,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.814815,23.111111,32.037037,5.122333,
2020-11-19,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,44,13,41,,8898,480,7226,,,,,,,,,,,-32,-15,2,-3,7,-26,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.361111,22.953704,31.324074,3.767667,
2020-11-20,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,71,2,0,,8969,482,7226,,,,,,,,,,,-35,-16,2,0,6,-24,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.490741,23.175926,31.361111,1.608667,
2020-11-21,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,53,1,0,,9022,483,7226,,,,,,,,,,,-36,-19,-2,-7,5,-20,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.981481,23.222222,31.175926,12.784667,
2020-11-22,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,57,1,0,,9079,484,7226,,,,,,,,,,,-40,-15,1,-1,4,-11,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.916667,23.055556,30.814815,16.933333,
2020-11-23,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,33,1,20,,9112,485,7246,,,,,,,,,,,-36,-17,1,-1,6,-24,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.453704,22.787037,29.407407,6.815667,
2020-11-24,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,47,4,67,,9159,489,7313,,,,,,,,,,,-35,-15,0,-2,6,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.527778,22.481481,30.712963,6.519333,
2020-11-25,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,59,0,48,,9218,489,7361,,,,,,,,,,,-30,-12,7,1,5,-25,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.055556,22.694444,30.25,10.287,
2020-11-26,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,81,3,36,,9299,492,7397,,,,,,,,,,,-32,-17,-1,-10,7,-26,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.518519,22.546296,29.75,15.790333,
2020-11-27,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,49,3,47,,9348,495,7444,,,,,,,,,,,-34,-16,2,-1,6,-23,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),26.351852,22.740741,30.907407,7.916333,
2020-11-28,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,38,3,46,,9386,498,7490,,,,,,,,,,,-32,-15,2,-2,5,-18,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),24.916667,22.194444,29.324074,13.843,
2020-11-29,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,41,2,45,,9427,500,7535,,,,,,,,,,,-38,-13,5,1,4,-8,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),25.87963,21.722222,29.777778,3.4544,
2020-11-30,ID_SS,ID,Indonesia,SS,South Sumatra,,,ID,IDN,1,35,5,48,,9462,505,7583,,,,,,,,,,,,,,,,,Q2271,,2390842,-2.75,103.833333,POINT(103.833333 -2.75),,,,,
2020-10-01,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,30,1,20,,440,16,287,,,,,,,,,,,-39,-15,6,3,3,-21,Q5065,,2388664,-1,121,POINT(121 -1),27.944444,23.936508,32.285714,0,
2020-10-02,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,10,1,4,,450,17,291,,,,,,,,,,,-41,-11,6,1,1,-21,Q5065,,2388664,-1,121,POINT(121 -1),28.174603,24.34127,32.865079,1.197429,
2020-10-03,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,11,0,16,,461,17,307,,,,,,,,,,,-40,-10,4,3,1,-13,Q5065,,2388664,-1,121,POINT(121 -1),27.619048,23.992063,32.031746,0.181429,
2020-10-04,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,5,0,3,,466,17,310,,,,,,,,,,,-46,-11,4,3,2,-10,Q5065,,2388664,-1,121,POINT(121 -1),27.428571,23.81746,32.412698,28.956,
2020-10-05,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,1,1,2,,467,18,312,,,,,,,,,,,-41,-11,3,4,1,-23,Q5065,,2388664,-1,121,POINT(121 -1),27.31746,23.873016,32.34127,8.200571,
2020-10-06,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,24,1,12,,491,19,324,,,,,,,,,,,-38,-10,4,6,2,-25,Q5065,,2388664,-1,121,POINT(121 -1),27.396825,24.087302,31.785714,2.159,
2020-10-07,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,23,1,4,,514,20,328,,,,,,,,,,,-37,-11,2,11,3,-21,Q5065,,2388664,-1,121,POINT(121 -1),27.055556,24.007937,31.761905,3.011714,
2020-10-08,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,14,1,7,,528,21,335,,,,,,,,,,,-39,-11,4,18,5,-19,Q5065,,2388664,-1,121,POINT(121 -1),27.198413,23.571429,32.396825,16.467667,
2020-10-09,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,11,0,20,,539,21,355,,,,,,,,,,,-42,-12,0,17,7,-18,Q5065,,2388664,-1,121,POINT(121 -1),27.214286,23.611111,32.468254,28.024667,
2020-10-10,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,13,0,14,,552,21,369,,,,,,,,,,,-45,-13,-5,11,8,-9,Q5065,,2388664,-1,121,POINT(121 -1),26.650794,23.587302,31.02381,3.048,
2020-10-11,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,16,0,6,,568,21,375,,,,,,,,,,,-41,-7,5,25,6,1,Q5065,,2388664,-1,121,POINT(121 -1),27.896825,23.801587,31.547619,0,
2020-10-12,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,1,3,4,,569,24,379,,,,,,,,,,,-42,-7,6,24,8,-18,Q5065,,2388664,-1,121,POINT(121 -1),28.095238,23.912698,32.722222,0,
2020-10-13,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,17,1,27,,586,25,406,,,,,,,,,,,-40,-9,2,19,8,-20,Q5065,,2388664,-1,121,POINT(121 -1),27.666667,24.18254,32.563492,6.567714,
2020-10-14,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,10,0,4,,596,25,410,,,,,,,,,,,-44,-8,3,14,8,-17,Q5065,,2388664,-1,121,POINT(121 -1),27.452381,24.325397,32.555556,14.949714,
2020-10-15,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,21,0,3,,617,25,413,,,,,,,,,,,-39,-15,4,5,8,-17,Q5065,,2388664,-1,121,POINT(121 -1),26.714286,23.865079,32.349206,16.909143,
2020-10-16,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,0,0,0,,617,25,413,,,,,,,,,,,-42,-11,7,7,7,-18,Q5065,,2388664,-1,121,POINT(121 -1),27.452381,23.706349,32.031746,1.651,
2020-10-17,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,51,0,23,,668,25,436,,,,,,,,,,,-37,-10,3,7,7,-7,Q5065,,2388664,-1,121,POINT(121 -1),26.65873,23.880952,30.960317,16.546286,
2020-10-18,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,17,1,3,,685,26,439,,,,,,,,,,,-39,-10,6,9,7,0,Q5065,,2388664,-1,121,POINT(121 -1),26.150794,23.301587,30.738095,11.938,
2020-10-19,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,2,1,10,,687,27,449,,,,,,,,,,,-43,-6,10,14,8,-17,Q5065,,2388664,-1,121,POINT(121 -1),27.555556,23.103175,32.166667,0.550333,
2020-10-20,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,39,1,13,,726,28,462,,,,,,,,,,,-39,-6,8,14,7,-18,Q5065,,2388664,-1,121,POINT(121 -1),28.34127,24.246032,32.373016,0,
2020-10-21,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,36,2,17,,762,30,479,,,,,,,,,,,-36,-9,4,2,6,-19,Q5065,,2388664,-1,121,POINT(121 -1),28.309524,24.095238,32.888889,7.148286,
2020-10-22,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,13,0,15,,775,30,494,,,,,,,,,,,-32,-7,9,1,3,-19,Q5065,,2388664,-1,121,POINT(121 -1),28.444444,23.849206,33.134921,0,
2020-10-23,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,12,1,18,,787,31,512,,,,,,,,,,,-33,-7,8,-1,1,-20,Q5065,,2388664,-1,121,POINT(121 -1),28.420635,24.007937,33,0.580571,
2020-10-24,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,12,2,7,,799,33,519,,,,,,,,,,,-32,-5,7,3,0,-9,Q5065,,2388664,-1,121,POINT(121 -1),28.206349,24.230159,33.087302,1.487714,
2020-10-25,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,18,0,39,,817,33,558,,,,,,,,,,,-37,-6,8,5,0,-4,Q5065,,2388664,-1,121,POINT(121 -1),28.5,24.198413,33.230159,0,
2020-10-26,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,4,0,32,,821,33,590,,,,,,,,,,,-38,-6,8,-1,2,-20,Q5065,,2388664,-1,121,POINT(121 -1),28.174603,24.285714,33.079365,5.696857,
2020-10-27,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,17,0,13,,838,33,603,,,,,,,,,,,-24,-4,11,-1,1,-23,Q5065,,2388664,-1,121,POINT(121 -1),27.452381,24.007937,32.595238,7.704667,
2020-10-28,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,10,1,10,,848,34,613,,,,,,,,,,,-23,-6,7,5,4,-43,Q5065,,2388664,-1,121,POINT(121 -1),28.126984,23.793651,32.825397,0,
2020-10-29,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,7,0,11,,855,34,624,,,,,,,,,,,-39,-17,-7,2,8,-55,Q5065,,2388664,-1,121,POINT(121 -1),27.579365,23.865079,33,21.807714,
2020-10-30,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,0,0,4,,855,34,628,,,,,,,,,,,-39,-12,3,0,4,-45,Q5065,,2388664,-1,121,POINT(121 -1),27.595238,23.730159,32.214286,1.197429,
2020-10-31,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,2,0,18,,857,34,646,,,,,,,,,,,-25,-13,-6,-6,2,-17,Q5065,,2388664,-1,121,POINT(121 -1),27.452381,23.761905,32.833333,7.704667,
2020-11-01,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,19,0,5,,876,34,651,,,,,,,,,,,-29,-6,4,0,0,-8,Q5065,,2388664,-1,121,POINT(121 -1),28.198413,23.984127,33.15873,4.934857,
2020-11-02,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,2,2,20,,878,36,671,,,,,,,,,,,-28,-9,4,-10,2,-22,Q5065,,2388664,-1,121,POINT(121 -1),27.68254,24.15873,32.722222,3.2004,
2020-11-03,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,11,2,7,,889,38,678,,,,,,,,,,,-24,-3,10,-8,1,-24,Q5065,,2388664,-1,121,POINT(121 -1),26.777778,23.793651,31.166667,3.598333,
2020-11-04,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,17,0,7,,906,38,685,,,,,,,,,,,-23,-6,7,-2,2,-24,Q5065,,2388664,-1,121,POINT(121 -1),27.52381,23.714286,32.738095,0.4064,
2020-11-05,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,32,1,13,,938,39,698,,,,,,,,,,,-21,-6,8,-2,1,-22,Q5065,,2388664,-1,121,POINT(121 -1),28.412698,24.015873,32.539683,6.053667,
2020-11-06,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,25,2,11,,963,41,709,,,,,,,,,,,-26,-7,7,-1,1,-22,Q5065,,2388664,-1,121,POINT(121 -1),27.753968,23.611111,32.626984,1.778,
2020-11-07,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,25,0,25,,988,41,734,,,,,,,,,,,-20,-3,4,3,1,-13,Q5065,,2388664,-1,121,POINT(121 -1),27.952381,24.126984,32.507937,0.169333,
2020-11-08,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,59,0,11,,1047,41,745,,,,,,,,,,,-23,-5,7,5,1,-7,Q5065,,2388664,-1,121,POINT(121 -1),27.666667,23.65873,32.396825,0,
2020-11-09,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,0,1,23,,1047,42,768,,,,,,,,,,,-21,-6,7,4,1,-22,Q5065,,2388664,-1,121,POINT(121 -1),28.373016,23.285714,32.888889,0,
2020-11-10,ID_ST,ID,Indonesia,ST,Central Sulawesi,,,ID,IDN,1,30,1,33,,1077,43,801,,,,,,,,,,,-18,-5,6,6,0,-24,Q5065,,2388664,-1,121,POINT(121 -1),28.111111,23.396825,33.198413,0.169333,
